Geography,Geography Code,All usual residents,Access census area explorer
Derg_F3,N20002016,347,Derg_F3 DZ profile
Derg_G1,N20002017,554,Derg_G1 DZ profile
Derg_F4,N20002018,407,Derg_F4 DZ profile
Derg_H2,N20002019,484,Derg_H2 DZ profile
Derg_F5,N20002020,439,Derg_F5 DZ profile
Derg_F6,N20002021,354,Derg_F6 DZ profile
Derg_F7,N20002022,527,Derg_F7 DZ profile
Derg_H3,N20002023,589,Derg_H3 DZ profile
Derg_G2,N20002024,681,Derg_G2 DZ profile
Derg_G3,N20002025,698,Derg_G3 DZ profile
Derg_H4,N20002026,443,Derg_H4 DZ profile
Derg_H5,N20002027,406,Derg_H5 DZ profile
Derg_H6,N20002028,553,Derg_H6 DZ profile
Erne_East_A1,N20002029,662,Erne_East_A1 DZ profile
Erne_East_A2,N20002030,577,Erne_East_A2 DZ profile
Erne_East_B1,N20002031,726,Erne_East_B1 DZ profile
Erne_East_A3,N20002032,594,Erne_East_A3 DZ profile
Erne_East_A4,N20002033,329,Erne_East_A4 DZ profile
Erne_East_C1,N20002034,360,Erne_East_C1 DZ profile
Erne_East_C2,N20002035,462,Erne_East_C2 DZ profile
Erne_East_C3,N20002036,478,Erne_East_C3 DZ profile
Erne_East_B2,N20002037,807,Erne_East_B2 DZ profile
Erne_East_B3,N20002038,831,Erne_East_B3 DZ profile
Erne_East_A5,N20002039,698,Erne_East_A5 DZ profile
Erne_East_D1,N20002040,754,Erne_East_D1 DZ profile
Erne_East_C4,N20002041,598,Erne_East_C4 DZ profile
Erne_East_D2,N20002042,524,Erne_East_D2 DZ profile
Erne_East_D3,N20002043,325,Erne_East_D3 DZ profile
Erne_East_E1,N20002044,524,Erne_East_E1 DZ profile
Erne_East_D4,N20002045,340,Erne_East_D4 DZ profile
Erne_East_D5,N20002046,638,Erne_East_D5 DZ profile
Erne_East_D6,N20002047,440,Erne_East_D6 DZ profile
Erne_East_E2,N20002048,596,Erne_East_E2 DZ profile
Erne_East_B4,N20002049,461,Erne_East_B4 DZ profile
Erne_East_E3,N20002050,488,Erne_East_E3 DZ profile
Erne_East_F1,N20002051,695,Erne_East_F1 DZ profile
Erne_East_E4,N20002052,599,Erne_East_E4 DZ profile
Erne_East_E5,N20002053,568,Erne_East_E5 DZ profile
Erne_East_F2,N20002054,579,Erne_East_F2 DZ profile
Erne_East_F3,N20002055,812,Erne_East_F3 DZ profile
Erne_East_F4,N20002056,478,Erne_East_F4 DZ profile
Erne_West_A1,N20002057,599,Erne_West_A1 DZ profile
Erne_West_A2,N20002058,724,Erne_West_A2 DZ profile
Erne_West_A3,N20002059,411,Erne_West_A3 DZ profile
Erne_West_B1,N20002060,628,Erne_West_B1 DZ profile
Erne_West_C1,N20002061,878,Erne_West_C1 DZ profile
Erne_West_D1,N20002062,584,Erne_West_D1 DZ profile
Erne_West_A4,N20002063,536,Erne_West_A4 DZ profile
Erne_West_D2,N20002064,459,Erne_West_D2 DZ profile
Erne_West_C2,N20002065,723,Erne_West_C2 DZ profile
Erne_West_B2,N20002066,947,Erne_West_B2 DZ profile
Erne_West_D3,N20002067,483,Erne_West_D3 DZ profile
Erne_West_C3,N20002068,664,Erne_West_C3 DZ profile
Erne_West_E1,N20002069,805,Erne_West_E1 DZ profile
Erne_West_E2,N20002070,448,Erne_West_E2 DZ profile
Erne_West_C4,N20002071,649,Erne_West_C4 DZ profile
Erne_West_D4,N20002072,469,Erne_West_D4 DZ profile
Erne_West_D5,N20002073,687,Erne_West_D5 DZ profile
Erne_West_F1,N20002074,491,Erne_West_F1 DZ profile
Erne_West_E3,N20002075,543,Erne_West_E3 DZ profile
Erne_West_F2,N20002076,518,Erne_West_F2 DZ profile
Erne_West_E4,N20002077,701,Erne_West_E4 DZ profile
Erne_West_F3,N20002078,457,Erne_West_F3 DZ profile
Erne_West_F4,N20002079,723,Erne_West_F4 DZ profile
Erne_West_F5,N20002080,528,Erne_West_F5 DZ profile
Enniskillen_A1,N20002081,504,Enniskillen_A1 DZ profile
Enniskillen_A2,N20002082,420,Enniskillen_A2 DZ profile
Enniskillen_A3,N20002083,464,Enniskillen_A3 DZ profile
Enniskillen_A4,N20002084,528,Enniskillen_A4 DZ profile
Enniskillen_D1,N20002085,230,Enniskillen_D1 DZ profile
Enniskillen_B1,N20002086,730,Enniskillen_B1 DZ profile
Enniskillen_D2,N20002087,569,Enniskillen_D2 DZ profile
Enniskillen_F1,N20002088,530,Enniskillen_F1 DZ profile
Enniskillen_B2,N20002089,330,Enniskillen_B2 DZ profile
Enniskillen_C1,N20002090,570,Enniskillen_C1 DZ profile
Enniskillen_B3,N20002091,405,Enniskillen_B3 DZ profile
Enniskillen_C2,N20002092,586,Enniskillen_C2 DZ profile
Enniskillen_C3,N20002093,589,Enniskillen_C3 DZ profile
Enniskillen_D3,N20002094,588,Enniskillen_D3 DZ profile
Enniskillen_B4,N20002095,561,Enniskillen_B4 DZ profile
Enniskillen_E1,N20002096,333,Enniskillen_E1 DZ profile
Enniskillen_C4,N20002097,481,Enniskillen_C4 DZ profile
Enniskillen_B5,N20002098,641,Enniskillen_B5 DZ profile
Enniskillen_F2,N20002099,381,Enniskillen_F2 DZ profile
Enniskillen_G1,N20002100,521,Enniskillen_G1 DZ profile
Enniskillen_E2,N20002101,222,Enniskillen_E2 DZ profile
Enniskillen_F3,N20002102,514,Enniskillen_F3 DZ profile
Enniskillen_E3,N20002103,406,Enniskillen_E3 DZ profile
Enniskillen_F4,N20002104,427,Enniskillen_F4 DZ profile
Enniskillen_E4,N20002105,268,Enniskillen_E4 DZ profile
Enniskillen_D4,N20002106,499,Enniskillen_D4 DZ profile
Enniskillen_E5,N20002107,378,Enniskillen_E5 DZ profile
Enniskillen_D5,N20002108,591,Enniskillen_D5 DZ profile
Enniskillen_G2,N20002109,483,Enniskillen_G2 DZ profile
Enniskillen_H1,N20002110,264,Enniskillen_H1 DZ profile
Enniskillen_H2,N20002111,475,Enniskillen_H2 DZ profile
Enniskillen_H3,N20002112,339,Enniskillen_H3 DZ profile
Enniskillen_F5,N20002113,488,Enniskillen_F5 DZ profile
Enniskillen_H4,N20002114,359,Enniskillen_H4 DZ profile
Enniskillen_H5,N20002115,354,Enniskillen_H5 DZ profile
Enniskillen_H6,N20002116,526,Enniskillen_H6 DZ profile
Enniskillen_G3,N20002117,455,Enniskillen_G3 DZ profile
Enniskillen_G4,N20002118,395,Enniskillen_G4 DZ profile
Enniskillen_G5,N20002119,485,Enniskillen_G5 DZ profile
Enniskillen_G6,N20002120,561,Enniskillen_G6 DZ profile
Erne_North_B1,N20002121,633,Erne_North_B1 DZ profile
Erne_North_A1,N20002122,668,Erne_North_A1 DZ profile
Erne_North_C1,N20002123,520,Erne_North_C1 DZ profile
Erne_North_A2,N20002124,523,Erne_North_A2 DZ profile
Erne_North_B2,N20002125,484,Erne_North_B2 DZ profile
Erne_North_A3,N20002126,516,Erne_North_A3 DZ profile
Erne_North_A4,N20002127,576,Erne_North_A4 DZ profile
Erne_North_B3,N20002128,463,Erne_North_B3 DZ profile
Erne_North_C2,N20002129,616,Erne_North_C2 DZ profile
Erne_North_C3,N20002130,663,Erne_North_C3 DZ profile
Erne_North_B4,N20002131,431,Erne_North_B4 DZ profile
Erne_North_D1,N20002132,449,Erne_North_D1 DZ profile
Erne_North_D2,N20002133,554,Erne_North_D2 DZ profile
Erne_North_D3,N20002134,424,Erne_North_D3 DZ profile
Erne_North_D4,N20002135,351,Erne_North_D4 DZ profile
Erne_North_D5,N20002136,152,Erne_North_D5 DZ profile
Erne_North_B5,N20002137,524,Erne_North_B5 DZ profile
Erne_North_D6,N20002138,397,Erne_North_D6 DZ profile
Erne_North_F1,N20002139,644,Erne_North_F1 DZ profile
Erne_North_E1,N20002140,463,Erne_North_E1 DZ profile
Erne_North_E2,N20002141,379,Erne_North_E2 DZ profile
Erne_North_F2,N20002142,697,Erne_North_F2 DZ profile
Erne_North_E3,N20002143,522,Erne_North_E3 DZ profile
Erne_North_F3,N20002144,669,Erne_North_F3 DZ profile
Erne_North_G1,N20002145,580,Erne_North_G1 DZ profile
Erne_North_G2,N20002146,458,Erne_North_G2 DZ profile
Erne_North_F4,N20002147,635,Erne_North_F4 DZ profile
Erne_North_G3,N20002148,643,Erne_North_G3 DZ profile
Erne_North_G4,N20002149,449,Erne_North_G4 DZ profile
West_Tyrone_A1,N20002150,386,West_Tyrone_A1 DZ profile
West_Tyrone_A2,N20002151,541,West_Tyrone_A2 DZ profile
West_Tyrone_B1,N20002152,513,West_Tyrone_B1 DZ profile
West_Tyrone_A3,N20002153,526,West_Tyrone_A3 DZ profile
West_Tyrone_B2,N20002154,518,West_Tyrone_B2 DZ profile
West_Tyrone_B3,N20002155,655,West_Tyrone_B3 DZ profile
West_Tyrone_A4,N20002156,574,West_Tyrone_A4 DZ profile
West_Tyrone_C1,N20002157,588,West_Tyrone_C1 DZ profile
West_Tyrone_A5,N20002158,474,West_Tyrone_A5 DZ profile
West_Tyrone_C2,N20002159,381,West_Tyrone_C2 DZ profile
West_Tyrone_E1,N20002160,691,West_Tyrone_E1 DZ profile
West_Tyrone_C3,N20002161,778,West_Tyrone_C3 DZ profile
West_Tyrone_E2,N20002162,562,West_Tyrone_E2 DZ profile
West_Tyrone_E3,N20002163,377,West_Tyrone_E3 DZ profile
West_Tyrone_F1,N20002164,857,West_Tyrone_F1 DZ profile
West_Tyrone_C4,N20002165,598,West_Tyrone_C4 DZ profile
West_Tyrone_G1,N20002166,319,West_Tyrone_G1 DZ profile
West_Tyrone_G2,N20002167,287,West_Tyrone_G2 DZ profile
West_Tyrone_F2,N20002168,713,West_Tyrone_F2 DZ profile
West_Tyrone_G3,N20002169,350,West_Tyrone_G3 DZ profile
West_Tyrone_D1,N20002170,362,West_Tyrone_D1 DZ profile
West_Tyrone_D2,N20002171,552,West_Tyrone_D2 DZ profile
West_Tyrone_D3,N20002172,303,West_Tyrone_D3 DZ profile
West_Tyrone_F3,N20002173,550,West_Tyrone_F3 DZ profile
West_Tyrone_G4,N20002174,666,West_Tyrone_G4 DZ profile
West_Tyrone_E4,N20002175,561,West_Tyrone_E4 DZ profile
West_Tyrone_F4,N20002176,746,West_Tyrone_F4 DZ profile
West_Tyrone_C5,N20002177,608,West_Tyrone_C5 DZ profile
West_Tyrone_G5,N20002178,531,West_Tyrone_G5 DZ profile
West_Tyrone_G6,N20002179,457,West_Tyrone_G6 DZ profile
West_Tyrone_E5,N20002180,581,West_Tyrone_E5 DZ profile
Omagh_C1,N20002181,580,Omagh_C1 DZ profile
Omagh_A1,N20002182,574,Omagh_A1 DZ profile
Omagh_B1,N20002183,783,Omagh_B1 DZ profile
Omagh_B2,N20002184,448,Omagh_B2 DZ profile
Omagh_A2,N20002185,349,Omagh_A2 DZ profile
Omagh_A3,N20002186,311,Omagh_A3 DZ profile
Omagh_A4,N20002187,558,Omagh_A4 DZ profile
Omagh_C2,N20002188,270,Omagh_C2 DZ profile
Omagh_A5,N20002189,393,Omagh_A5 DZ profile
Omagh_A6,N20002190,668,Omagh_A6 DZ profile
Omagh_A7,N20002191,359,Omagh_A7 DZ profile
Omagh_D1,N20002192,557,Omagh_D1 DZ profile
Omagh_C3,N20002193,523,Omagh_C3 DZ profile
Omagh_C4,N20002194,458,Omagh_C4 DZ profile
Omagh_D2,N20002195,492,Omagh_D2 DZ profile
Omagh_E1,N20002196,697,Omagh_E1 DZ profile
Omagh_E2,N20002197,388,Omagh_E2 DZ profile
Omagh_D3,N20002198,341,Omagh_D3 DZ profile
Omagh_D4,N20002199,280,Omagh_D4 DZ profile
Omagh_E3,N20002200,509,Omagh_E3 DZ profile
Omagh_G1,N20002201,293,Omagh_G1 DZ profile
Omagh_C5,N20002202,482,Omagh_C5 DZ profile
Omagh_F1,N20002203,298,Omagh_F1 DZ profile
Omagh_F2,N20002204,341,Omagh_F2 DZ profile
Omagh_H1,N20002205,267,Omagh_H1 DZ profile
Omagh_E4,N20002206,290,Omagh_E4 DZ profile
Omagh_E5,N20002207,451,Omagh_E5 DZ profile
Omagh_H2,N20002208,351,Omagh_H2 DZ profile
Omagh_G2,N20002209,387,Omagh_G2 DZ profile
Omagh_F3,N20002210,587,Omagh_F3 DZ profile
Omagh_G3,N20002211,362,Omagh_G3 DZ profile
Omagh_H3,N20002212,372,Omagh_H3 DZ profile
Omagh_H4,N20002213,704,Omagh_H4 DZ profile
Omagh_C6,N20002214,436,Omagh_C6 DZ profile
Omagh_F4,N20002215,541,Omagh_F4 DZ profile
Omagh_H5,N20002216,658,Omagh_H5 DZ profile
Omagh_G4,N20002217,453,Omagh_G4 DZ profile
Omagh_G5,N20002218,483,Omagh_G5 DZ profile
Omagh_H6,N20002219,695,Omagh_H6 DZ profile
Omagh_G6,N20002220,490,Omagh_G6 DZ profile
Mid_Tyrone_A1,N20002221,554,Mid_Tyrone_A1 DZ profile
Mid_Tyrone_B1,N20002222,409,Mid_Tyrone_B1 DZ profile
Mid_Tyrone_A2,N20002223,568,Mid_Tyrone_A2 DZ profile
Mid_Tyrone_A3,N20002224,565,Mid_Tyrone_A3 DZ profile
Mid_Tyrone_B2,N20002225,470,Mid_Tyrone_B2 DZ profile
Mid_Tyrone_B3,N20002226,694,Mid_Tyrone_B3 DZ profile
Mid_Tyrone_B4,N20002227,436,Mid_Tyrone_B4 DZ profile
Mid_Tyrone_A4,N20002228,518,Mid_Tyrone_A4 DZ profile
Mid_Tyrone_B5,N20002229,433,Mid_Tyrone_B5 DZ profile
Mid_Tyrone_B6,N20002230,436,Mid_Tyrone_B6 DZ profile
Mid_Tyrone_A5,N20002231,756,Mid_Tyrone_A5 DZ profile
Mid_Tyrone_D1,N20002232,424,Mid_Tyrone_D1 DZ profile
Mid_Tyrone_C1,N20002233,633,Mid_Tyrone_C1 DZ profile
Mid_Tyrone_D2,N20002234,471,Mid_Tyrone_D2 DZ profile
Mid_Tyrone_D3,N20002235,537,Mid_Tyrone_D3 DZ profile
Mid_Tyrone_C2,N20002236,683,Mid_Tyrone_C2 DZ profile
Mid_Tyrone_E1,N20002237,751,Mid_Tyrone_E1 DZ profile
Mid_Tyrone_C3,N20002238,662,Mid_Tyrone_C3 DZ profile
Mid_Tyrone_D4,N20002239,658,Mid_Tyrone_D4 DZ profile
Mid_Tyrone_E2,N20002240,655,Mid_Tyrone_E2 DZ profile
Mid_Tyrone_E3,N20002241,340,Mid_Tyrone_E3 DZ profile
Mid_Tyrone_D5,N20002242,671,Mid_Tyrone_D5 DZ profile
Mid_Tyrone_E4,N20002243,495,Mid_Tyrone_E4 DZ profile
Mid_Tyrone_G1,N20002244,477,Mid_Tyrone_G1 DZ profile
Mid_Tyrone_F1,N20002245,681,Mid_Tyrone_F1 DZ profile
Mid_Tyrone_F2,N20002246,545,Mid_Tyrone_F2 DZ profile
Mid_Tyrone_G2,N20002247,612,Mid_Tyrone_G2 DZ profile
Mid_Tyrone_E5,N20002248,836,Mid_Tyrone_E5 DZ profile
Mid_Tyrone_F3,N20002249,588,Mid_Tyrone_F3 DZ profile
Mid_Tyrone_G3,N20002250,508,Mid_Tyrone_G3 DZ profile
Mid_Tyrone_G4,N20002251,523,Mid_Tyrone_G4 DZ profile
Downshire_West_A1,N20002252,535,Downshire_West_A1 DZ profile
Downshire_West_A2,N20002253,296,Downshire_West_A2 DZ profile
Downshire_West_A3,N20002254,486,Downshire_West_A3 DZ profile
Downshire_West_A4,N20002255,274,Downshire_West_A4 DZ profile
Downshire_West_A5,N20002256,438,Downshire_West_A5 DZ profile
Downshire_West_A6,N20002257,629,Downshire_West_A6 DZ profile
Downshire_West_B1,N20002258,583,Downshire_West_B1 DZ profile
Downshire_West_B2,N20002259,493,Downshire_West_B2 DZ profile
Downshire_West_B3,N20002260,536,Downshire_West_B3 DZ profile
Downshire_West_B4,N20002261,480,Downshire_West_B4 DZ profile
Downshire_West_C1,N20002262,484,Downshire_West_C1 DZ profile
Downshire_West_D1,N20002263,424,Downshire_West_D1 DZ profile
Downshire_West_C2,N20002264,510,Downshire_West_C2 DZ profile
Downshire_West_D2,N20002265,260,Downshire_West_D2 DZ profile
Downshire_West_C3,N20002266,525,Downshire_West_C3 DZ profile
Downshire_West_D3,N20002267,305,Downshire_West_D3 DZ profile
Downshire_West_G1,N20002268,"1,076",Downshire_West_G1 DZ profile
Downshire_West_E1,N20002269,630,Downshire_West_E1 DZ profile
Downshire_West_D4,N20002270,249,Downshire_West_D4 DZ profile
Downshire_West_D5,N20002271,452,Downshire_West_D5 DZ profile
Downshire_West_D6,N20002272,542,Downshire_West_D6 DZ profile
Downshire_West_C4,N20002273,541,Downshire_West_C4 DZ profile
Downshire_West_E2,N20002274,512,Downshire_West_E2 DZ profile
Downshire_West_C5,N20002275,599,Downshire_West_C5 DZ profile
Downshire_West_G2,N20002276,492,Downshire_West_G2 DZ profile
Downshire_West_B5,N20002277,707,Downshire_West_B5 DZ profile
Downshire_West_F1,N20002278,385,Downshire_West_F1 DZ profile
Downshire_West_F2,N20002279,251,Downshire_West_F2 DZ profile
Downshire_West_F3,N20002280,439,Downshire_West_F3 DZ profile
Downshire_West_E3,N20002281,651,Downshire_West_E3 DZ profile
Downshire_West_F4,N20002282,420,Downshire_West_F4 DZ profile
Downshire_West_F5,N20002283,218,Downshire_West_F5 DZ profile
Downshire_West_G3,N20002284,838,Downshire_West_G3 DZ profile
Downshire_West_G4,N20002285,542,Downshire_West_G4 DZ profile
Downshire_West_G5,N20002286,387,Downshire_West_G5 DZ profile
Killultagh_B1,N20002287,531,Killultagh_B1 DZ profile
Killultagh_A1,N20002288,893,Killultagh_A1 DZ profile
Killultagh_B2,N20002289,904,Killultagh_B2 DZ profile
Killultagh_A2,N20002290,484,Killultagh_A2 DZ profile
Killultagh_A3,N20002291,384,Killultagh_A3 DZ profile
Killultagh_A4,N20002292,681,Killultagh_A4 DZ profile
Killultagh_C1,N20002293,514,Killultagh_C1 DZ profile
Killultagh_C2,N20002294,512,Killultagh_C2 DZ profile
Killultagh_C3,N20002295,625,Killultagh_C3 DZ profile
Killultagh_B3,N20002296,720,Killultagh_B3 DZ profile
Killultagh_B4,N20002297,572,Killultagh_B4 DZ profile
Killultagh_C4,N20002298,465,Killultagh_C4 DZ profile
Killultagh_C5,N20002299,502,Killultagh_C5 DZ profile
Killultagh_F1,N20002300,580,Killultagh_F1 DZ profile
Killultagh_G1,N20002301,333,Killultagh_G1 DZ profile
Killultagh_G2,N20002302,467,Killultagh_G2 DZ profile
Killultagh_F2,N20002303,556,Killultagh_F2 DZ profile
Killultagh_F3,N20002304,379,Killultagh_F3 DZ profile
Killultagh_D1,N20002305,564,Killultagh_D1 DZ profile
Killultagh_D2,N20002306,585,Killultagh_D2 DZ profile
Killultagh_D3,N20002307,341,Killultagh_D3 DZ profile
Killultagh_E1,N20002308,496,Killultagh_E1 DZ profile
Killultagh_E2,N20002309,567,Killultagh_E2 DZ profile
Killultagh_D4,N20002310,781,Killultagh_D4 DZ profile
Killultagh_G3,N20002311,428,Killultagh_G3 DZ profile
Killultagh_E3,N20002312,582,Killultagh_E3 DZ profile
Killultagh_E4,N20002313,531,Killultagh_E4 DZ profile
Killultagh_E5,N20002314,302,Killultagh_E5 DZ profile
Killultagh_E6,N20002315,434,Killultagh_E6 DZ profile
Killultagh_E7,N20002316,331,Killultagh_E7 DZ profile
Killultagh_C6,N20002317,595,Killultagh_C6 DZ profile
Killultagh_G4,N20002318,840,Killultagh_G4 DZ profile
Killultagh_F4,N20002319,736,Killultagh_F4 DZ profile
Killultagh_H1,N20002320,748,Killultagh_H1 DZ profile
Killultagh_H2,N20002321,560,Killultagh_H2 DZ profile
Killultagh_H3,N20002322,644,Killultagh_H3 DZ profile
Killultagh_H4,N20002323,623,Killultagh_H4 DZ profile
Killultagh_G5,N20002324,666,Killultagh_G5 DZ profile
Killultagh_H5,N20002325,557,Killultagh_H5 DZ profile
Lisburn_South_A1,N20002326,574,Lisburn_South_A1 DZ profile
Lisburn_South_A2,N20002327,369,Lisburn_South_A2 DZ profile
Lisburn_South_A3,N20002328,480,Lisburn_South_A3 DZ profile
Lisburn_South_B1,N20002329,657,Lisburn_South_B1 DZ profile
Lisburn_South_C1,N20002330,525,Lisburn_South_C1 DZ profile
Lisburn_South_C2,N20002331,407,Lisburn_South_C2 DZ profile
Lisburn_South_B2,N20002332,628,Lisburn_South_B2 DZ profile
Lisburn_South_C3,N20002333,387,Lisburn_South_C3 DZ profile
Lisburn_South_B3,N20002334,709,Lisburn_South_B3 DZ profile
Lisburn_South_B4,N20002335,465,Lisburn_South_B4 DZ profile
Lisburn_South_E1,N20002336,650,Lisburn_South_E1 DZ profile
Lisburn_South_C4,N20002337,474,Lisburn_South_C4 DZ profile
Lisburn_South_C5,N20002338,258,Lisburn_South_C5 DZ profile
Lisburn_South_C6,N20002339,429,Lisburn_South_C6 DZ profile
Lisburn_South_D1,N20002340,231,Lisburn_South_D1 DZ profile
Lisburn_South_D2,N20002341,533,Lisburn_South_D2 DZ profile
Lisburn_South_G1,N20002342,503,Lisburn_South_G1 DZ profile
Lisburn_South_C7,N20002343,358,Lisburn_South_C7 DZ profile
Lisburn_South_E2,N20002344,614,Lisburn_South_E2 DZ profile
Lisburn_South_D3,N20002345,374,Lisburn_South_D3 DZ profile
Lisburn_South_F1,N20002346,380,Lisburn_South_F1 DZ profile
Lisburn_South_D4,N20002347,531,Lisburn_South_D4 DZ profile
Lisburn_South_D5,N20002348,412,Lisburn_South_D5 DZ profile
Lisburn_South_E3,N20002349,657,Lisburn_South_E3 DZ profile
Lisburn_South_F2,N20002350,496,Lisburn_South_F2 DZ profile
Lisburn_South_G2,N20002351,671,Lisburn_South_G2 DZ profile
Lisburn_South_F3,N20002352,508,Lisburn_South_F3 DZ profile
Lisburn_South_E4,N20002353,823,Lisburn_South_E4 DZ profile
Lisburn_South_H1,N20002354,311,Lisburn_South_H1 DZ profile
Lisburn_South_H2,N20002355,490,Lisburn_South_H2 DZ profile
Lisburn_South_J1,N20002356,476,Lisburn_South_J1 DZ profile
Lisburn_South_H3,N20002357,432,Lisburn_South_H3 DZ profile
Lisburn_South_E5,N20002358,368,Lisburn_South_E5 DZ profile
Lisburn_South_H4,N20002359,224,Lisburn_South_H4 DZ profile
Lisburn_South_E6,N20002360,498,Lisburn_South_E6 DZ profile
Lisburn_South_G3,N20002361,388,Lisburn_South_G3 DZ profile
Lisburn_South_H5,N20002362,657,Lisburn_South_H5 DZ profile
Lisburn_South_H6,N20002363,513,Lisburn_South_H6 DZ profile
Lisburn_South_G4,N20002364,469,Lisburn_South_G4 DZ profile
Lisburn_South_K1,N20002365,298,Lisburn_South_K1 DZ profile
Lisburn_South_J2,N20002366,491,Lisburn_South_J2 DZ profile
Lisburn_South_G5,N20002367,455,Lisburn_South_G5 DZ profile
Lisburn_South_K2,N20002368,511,Lisburn_South_K2 DZ profile
Lisburn_South_G6,N20002369,426,Lisburn_South_G6 DZ profile
Lisburn_South_K3,N20002370,477,Lisburn_South_K3 DZ profile
Lisburn_South_K4,N20002371,440,Lisburn_South_K4 DZ profile
Lisburn_South_J3,N20002372,690,Lisburn_South_J3 DZ profile
Lisburn_South_J4,N20002373,699,Lisburn_South_J4 DZ profile
Lisburn_South_K5,N20002374,500,Lisburn_South_K5 DZ profile
Lisburn_South_K6,N20002375,410,Lisburn_South_K6 DZ profile
Lisburn_North_A1,N20002376,226,Lisburn_North_A1 DZ profile
Lisburn_North_B1,N20002377,678,Lisburn_North_B1 DZ profile
Lisburn_North_D1,N20002378,537,Lisburn_North_D1 DZ profile
Lisburn_North_A2,N20002379,755,Lisburn_North_A2 DZ profile
Lisburn_North_C1,N20002380,423,Lisburn_North_C1 DZ profile
Lisburn_North_B2,N20002381,459,Lisburn_North_B2 DZ profile
Lisburn_North_C2,N20002382,640,Lisburn_North_C2 DZ profile
Lisburn_North_A3,N20002383,408,Lisburn_North_A3 DZ profile
Lisburn_North_B3,N20002384,496,Lisburn_North_B3 DZ profile
Lisburn_North_D2,N20002385,617,Lisburn_North_D2 DZ profile
Lisburn_North_C3,N20002386,639,Lisburn_North_C3 DZ profile
Lisburn_North_C4,N20002387,628,Lisburn_North_C4 DZ profile
Lisburn_North_C5,N20002388,580,Lisburn_North_C5 DZ profile
Lisburn_North_D3,N20002389,565,Lisburn_North_D3 DZ profile
Lisburn_North_E1,N20002390,588,Lisburn_North_E1 DZ profile
Lisburn_North_E2,N20002391,258,Lisburn_North_E2 DZ profile
Lisburn_North_E3,N20002392,770,Lisburn_North_E3 DZ profile
Lisburn_North_F1,N20002393,572,Lisburn_North_F1 DZ profile
Lisburn_North_F2,N20002394,467,Lisburn_North_F2 DZ profile
Lisburn_North_E4,N20002395,397,Lisburn_North_E4 DZ profile
Lisburn_North_F3,N20002396,350,Lisburn_North_F3 DZ profile
Lisburn_North_F4,N20002397,476,Lisburn_North_F4 DZ profile
Lisburn_North_F5,N20002398,454,Lisburn_North_F5 DZ profile
Lisburn_North_G1,N20002399,705,Lisburn_North_G1 DZ profile
Lisburn_North_F6,N20002400,304,Lisburn_North_F6 DZ profile
Lisburn_North_H1,N20002401,402,Lisburn_North_H1 DZ profile
Lisburn_North_F7,N20002402,413,Lisburn_North_F7 DZ profile
Lisburn_North_D4,N20002403,403,Lisburn_North_D4 DZ profile
Lisburn_North_G2,N20002404,"1,045",Lisburn_North_G2 DZ profile
Lisburn_North_H2,N20002405,512,Lisburn_North_H2 DZ profile
Lisburn_North_H3,N20002406,563,Lisburn_North_H3 DZ profile
Lisburn_North_J1,N20002407,251,Lisburn_North_J1 DZ profile
Lisburn_North_G3,N20002408,565,Lisburn_North_G3 DZ profile
Lisburn_North_J2,N20002409,413,Lisburn_North_J2 DZ profile
Lisburn_North_H4,N20002410,398,Lisburn_North_H4 DZ profile
Lisburn_North_J3,N20002411,590,Lisburn_North_J3 DZ profile
Lisburn_North_G4,N20002412,476,Lisburn_North_G4 DZ profile
Lisburn_North_H5,N20002413,303,Lisburn_North_H5 DZ profile
Lisburn_North_J4,N20002414,531,Lisburn_North_J4 DZ profile
Lisburn_North_J5,N20002415,442,Lisburn_North_J5 DZ profile
Lisburn_North_G5,N20002416,412,Lisburn_North_G5 DZ profile
Lisburn_North_G6,N20002417,514,Lisburn_North_G6 DZ profile
Lisburn_North_K1,N20002418,424,Lisburn_North_K1 DZ profile
Lisburn_North_K2,N20002419,278,Lisburn_North_K2 DZ profile
Lisburn_North_K3,N20002420,475,Lisburn_North_K3 DZ profile
Lisburn_North_K4,N20002421,276,Lisburn_North_K4 DZ profile
Lisburn_North_K5,N20002422,269,Lisburn_North_K5 DZ profile
Lisburn_North_K6,N20002423,502,Lisburn_North_K6 DZ profile
Downshire_East_A1,N20002424,533,Downshire_East_A1 DZ profile
Downshire_East_A2,N20002425,622,Downshire_East_A2 DZ profile
Downshire_East_A3,N20002426,460,Downshire_East_A3 DZ profile
Downshire_East_A4,N20002427,518,Downshire_East_A4 DZ profile
Downshire_East_B1,N20002428,234,Downshire_East_B1 DZ profile
Downshire_East_B2,N20002429,572,Downshire_East_B2 DZ profile
Downshire_East_A5,N20002430,429,Downshire_East_A5 DZ profile
Downshire_East_B3,N20002431,438,Downshire_East_B3 DZ profile
Downshire_East_B4,N20002432,484,Downshire_East_B4 DZ profile
Downshire_East_A6,N20002433,434,Downshire_East_A6 DZ profile
Downshire_East_A7,N20002434,267,Downshire_East_A7 DZ profile
Downshire_East_C1,N20002435,669,Downshire_East_C1 DZ profile
Downshire_East_C2,N20002436,451,Downshire_East_C2 DZ profile
Downshire_East_C3,N20002437,711,Downshire_East_C3 DZ profile
Downshire_East_D1,N20002438,476,Downshire_East_D1 DZ profile
Downshire_East_D2,N20002439,765,Downshire_East_D2 DZ profile
