Geography,Geography Code,All usual residents,Access census area explorer
Rowallane_F1,N20003367,301,Rowallane_F1 DZ profile
Rowallane_H1,N20003368,421,Rowallane_H1 DZ profile
Rowallane_F2,N20003369,555,Rowallane_F2 DZ profile
Rowallane_G2,N20003370,680,Rowallane_G2 DZ profile
Rowallane_D4,N20003371,673,Rowallane_D4 DZ profile
Rowallane_H2,N20003372,328,Rowallane_H2 DZ profile
Rowallane_F3,N20003373,480,Rowallane_F3 DZ profile
Rowallane_F4,N20003374,281,Rowallane_F4 DZ profile
Rowallane_H3,N20003375,391,Rowallane_H3 DZ profile
Rowallane_H4,N20003376,316,Rowallane_H4 DZ profile
Rowallane_H5,N20003377,366,Rowallane_H5 DZ profile
Rowallane_G3,N20003378,467,Rowallane_G3 DZ profile
Rowallane_F5,N20003379,416,Rowallane_F5 DZ profile
Rowallane_F6,N20003380,564,Rowallane_F6 DZ profile
Rowallane_H6,N20003381,510,Rowallane_H6 DZ profile
Rowallane_G4,N20003382,357,Rowallane_G4 DZ profile
Rowallane_J1,N20003383,466,Rowallane_J1 DZ profile
Rowallane_J2,N20003384,528,Rowallane_J2 DZ profile
Rowallane_G5,N20003385,454,Rowallane_G5 DZ profile
Rowallane_H7,N20003386,455,Rowallane_H7 DZ profile
Rowallane_E5,N20003387,639,Rowallane_E5 DZ profile
Rowallane_J3,N20003388,581,Rowallane_J3 DZ profile
Rowallane_G6,N20003389,401,Rowallane_G6 DZ profile
Rowallane_J4,N20003390,422,Rowallane_J4 DZ profile
Downpatrick_B1,N20003391,590,Downpatrick_B1 DZ profile
Downpatrick_A1,N20003392,688,Downpatrick_A1 DZ profile
Downpatrick_A2,N20003393,660,Downpatrick_A2 DZ profile
Downpatrick_A3,N20003394,638,Downpatrick_A3 DZ profile
Downpatrick_A4,N20003395,695,Downpatrick_A4 DZ profile
Downpatrick_B2,N20003396,637,Downpatrick_B2 DZ profile
Downpatrick_C1,N20003397,709,Downpatrick_C1 DZ profile
Downpatrick_C2,N20003398,485,Downpatrick_C2 DZ profile
Downpatrick_C3,N20003399,615,Downpatrick_C3 DZ profile
Downpatrick_C4,N20003400,449,Downpatrick_C4 DZ profile
Downpatrick_C5,N20003401,492,Downpatrick_C5 DZ profile
Downpatrick_D1,N20003402,386,Downpatrick_D1 DZ profile
Downpatrick_E1,N20003403,424,Downpatrick_E1 DZ profile
Downpatrick_E2,N20003404,316,Downpatrick_E2 DZ profile
Downpatrick_D2,N20003405,577,Downpatrick_D2 DZ profile
Downpatrick_E3,N20003406,412,Downpatrick_E3 DZ profile
Downpatrick_E4,N20003407,375,Downpatrick_E4 DZ profile
Downpatrick_E5,N20003408,264,Downpatrick_E5 DZ profile
Downpatrick_D3,N20003409,469,Downpatrick_D3 DZ profile
Downpatrick_E6,N20003410,460,Downpatrick_E6 DZ profile
Downpatrick_D4,N20003411,815,Downpatrick_D4 DZ profile
Downpatrick_F1,N20003412,547,Downpatrick_F1 DZ profile
Downpatrick_G1,N20003413,516,Downpatrick_G1 DZ profile
Downpatrick_H1,N20003414,764,Downpatrick_H1 DZ profile
Downpatrick_F2,N20003415,225,Downpatrick_F2 DZ profile
Downpatrick_G2,N20003416,586,Downpatrick_G2 DZ profile
Downpatrick_G3,N20003417,546,Downpatrick_G3 DZ profile
Downpatrick_F3,N20003418,509,Downpatrick_F3 DZ profile
Downpatrick_G4,N20003419,672,Downpatrick_G4 DZ profile
Downpatrick_B3,N20003420,737,Downpatrick_B3 DZ profile
Downpatrick_F4,N20003421,695,Downpatrick_F4 DZ profile
Downpatrick_H2,N20003422,541,Downpatrick_H2 DZ profile
Downpatrick_H3,N20003423,584,Downpatrick_H3 DZ profile
Downpatrick_H4,N20003424,476,Downpatrick_H4 DZ profile
Downpatrick_J1,N20003425,422,Downpatrick_J1 DZ profile
Downpatrick_J2,N20003426,432,Downpatrick_J2 DZ profile
Downpatrick_J3,N20003427,318,Downpatrick_J3 DZ profile
Downpatrick_J4,N20003428,548,Downpatrick_J4 DZ profile
Downpatrick_K1,N20003429,685,Downpatrick_K1 DZ profile
Downpatrick_K2,N20003430,464,Downpatrick_K2 DZ profile
Downpatrick_K3,N20003431,492,Downpatrick_K3 DZ profile
Comber_C1,N20003432,278,Comber_C1 DZ profile
Comber_E1,N20003433,485,Comber_E1 DZ profile
Comber_C2,N20003434,364,Comber_C2 DZ profile
Comber_C3,N20003435,392,Comber_C3 DZ profile
Comber_C4,N20003436,633,Comber_C4 DZ profile
Comber_A1,N20003437,491,Comber_A1 DZ profile
Comber_C5,N20003438,463,Comber_C5 DZ profile
Comber_C6,N20003439,326,Comber_C6 DZ profile
Comber_B1,N20003440,513,Comber_B1 DZ profile
Comber_B2,N20003441,340,Comber_B2 DZ profile
Comber_A2,N20003442,312,Comber_A2 DZ profile
Comber_A3,N20003443,461,Comber_A3 DZ profile
Comber_B3,N20003444,429,Comber_B3 DZ profile
Comber_B4,N20003445,359,Comber_B4 DZ profile
Comber_D1,N20003446,329,Comber_D1 DZ profile
Comber_C7,N20003447,347,Comber_C7 DZ profile
Comber_A4,N20003448,773,Comber_A4 DZ profile
Comber_B5,N20003449,240,Comber_B5 DZ profile
Comber_B6,N20003450,408,Comber_B6 DZ profile
Comber_D2,N20003451,377,Comber_D2 DZ profile
Comber_D3,N20003452,467,Comber_D3 DZ profile
Comber_D4,N20003453,451,Comber_D4 DZ profile
Comber_D5,N20003454,429,Comber_D5 DZ profile
Comber_D6,N20003455,349,Comber_D6 DZ profile
Comber_E2,N20003456,518,Comber_E2 DZ profile
Comber_F1,N20003457,517,Comber_F1 DZ profile
Comber_F2,N20003458,329,Comber_F2 DZ profile
Comber_F3,N20003459,368,Comber_F3 DZ profile
Comber_F4,N20003460,440,Comber_F4 DZ profile
Comber_E3,N20003461,338,Comber_E3 DZ profile
Comber_G1,N20003462,346,Comber_G1 DZ profile
Comber_G2,N20003463,742,Comber_G2 DZ profile
Comber_G3,N20003464,320,Comber_G3 DZ profile
Comber_G4,N20003465,569,Comber_G4 DZ profile
Comber_G5,N20003466,559,Comber_G5 DZ profile
Comber_F5,N20003467,858,Comber_F5 DZ profile
Comber_G6,N20003468,602,Comber_G6 DZ profile
Comber_F6,N20003469,721,Comber_F6 DZ profile
Comber_H1,N20003470,568,Comber_H1 DZ profile
Comber_H2,N20003471,693,Comber_H2 DZ profile
Comber_H3,N20003472,403,Comber_H3 DZ profile
Comber_H4,N20003473,583,Comber_H4 DZ profile
Newtownards_A1,N20003474,631,Newtownards_A1 DZ profile
Newtownards_A2,N20003475,588,Newtownards_A2 DZ profile
Newtownards_A3,N20003476,591,Newtownards_A3 DZ profile
Newtownards_B1,N20003477,520,Newtownards_B1 DZ profile
Newtownards_A4,N20003478,509,Newtownards_A4 DZ profile
Newtownards_B2,N20003479,383,Newtownards_B2 DZ profile
Newtownards_B3,N20003480,509,Newtownards_B3 DZ profile
Newtownards_B4,N20003481,356,Newtownards_B4 DZ profile
Newtownards_C1,N20003482,495,Newtownards_C1 DZ profile
Newtownards_E1,N20003483,433,Newtownards_E1 DZ profile
Newtownards_D1,N20003484,590,Newtownards_D1 DZ profile
Newtownards_F1,N20003485,331,Newtownards_F1 DZ profile
Newtownards_F2,N20003486,449,Newtownards_F2 DZ profile
Newtownards_C2,N20003487,547,Newtownards_C2 DZ profile
Newtownards_D2,N20003488,687,Newtownards_D2 DZ profile
Newtownards_C3,N20003489,371,Newtownards_C3 DZ profile
Newtownards_E2,N20003490,461,Newtownards_E2 DZ profile
Newtownards_G1,N20003491,613,Newtownards_G1 DZ profile
Newtownards_D3,N20003492,684,Newtownards_D3 DZ profile
Newtownards_F3,N20003493,598,Newtownards_F3 DZ profile
Newtownards_E3,N20003494,508,Newtownards_E3 DZ profile
Newtownards_F4,N20003495,419,Newtownards_F4 DZ profile
Newtownards_C4,N20003496,577,Newtownards_C4 DZ profile
Newtownards_H1,N20003497,398,Newtownards_H1 DZ profile
Newtownards_G2,N20003498,350,Newtownards_G2 DZ profile
Newtownards_J1,N20003499,322,Newtownards_J1 DZ profile
Newtownards_L1,N20003500,244,Newtownards_L1 DZ profile
Newtownards_G3,N20003501,463,Newtownards_G3 DZ profile
Newtownards_K1,N20003502,697,Newtownards_K1 DZ profile
Newtownards_J2,N20003503,395,Newtownards_J2 DZ profile
Newtownards_J3,N20003504,497,Newtownards_J3 DZ profile
Newtownards_H2,N20003505,709,Newtownards_H2 DZ profile
Newtownards_K2,N20003506,652,Newtownards_K2 DZ profile
Newtownards_H3,N20003507,457,Newtownards_H3 DZ profile
Newtownards_N1,N20003508,515,Newtownards_N1 DZ profile
Newtownards_R1,N20003509,369,Newtownards_R1 DZ profile
Newtownards_J4,N20003510,183,Newtownards_J4 DZ profile
Newtownards_H4,N20003511,383,Newtownards_H4 DZ profile
Newtownards_R2,N20003512,321,Newtownards_R2 DZ profile
Newtownards_J5,N20003513,241,Newtownards_J5 DZ profile
Newtownards_G4,N20003514,565,Newtownards_G4 DZ profile
Newtownards_H5,N20003515,496,Newtownards_H5 DZ profile
Newtownards_L2,N20003516,390,Newtownards_L2 DZ profile
Newtownards_R3,N20003517,323,Newtownards_R3 DZ profile
Newtownards_L3,N20003518,447,Newtownards_L3 DZ profile
Newtownards_Q1,N20003519,360,Newtownards_Q1 DZ profile
Newtownards_Q2,N20003520,535,Newtownards_Q2 DZ profile
Newtownards_P1,N20003521,547,Newtownards_P1 DZ profile
Newtownards_L4,N20003522,320,Newtownards_L4 DZ profile
Newtownards_N2,N20003523,537,Newtownards_N2 DZ profile
Newtownards_P2,N20003524,340,Newtownards_P2 DZ profile
Newtownards_Q3,N20003525,374,Newtownards_Q3 DZ profile
Newtownards_P3,N20003526,376,Newtownards_P3 DZ profile
Newtownards_P4,N20003527,349,Newtownards_P4 DZ profile
Newtownards_Q4,N20003528,493,Newtownards_Q4 DZ profile
Newtownards_R4,N20003529,314,Newtownards_R4 DZ profile
Newtownards_S1,N20003530,361,Newtownards_S1 DZ profile
Newtownards_S2,N20003531,426,Newtownards_S2 DZ profile
Newtownards_S3,N20003532,554,Newtownards_S3 DZ profile
Newtownards_S4,N20003533,546,Newtownards_S4 DZ profile
Newtownards_S5,N20003534,434,Newtownards_S5 DZ profile
Newtownards_N3,N20003535,553,Newtownards_N3 DZ profile
Newtownards_N4,N20003536,705,Newtownards_N4 DZ profile
Holywood_and_Clandeboye_A1,N20003537,595,Holywood_and_Clandeboye_A1 DZ profile
Holywood_and_Clandeboye_A2,N20003538,587,Holywood_and_Clandeboye_A2 DZ profile
Holywood_and_Clandeboye_F1,N20003539,348,Holywood_and_Clandeboye_F1 DZ profile
Holywood_and_Clandeboye_A3,N20003540,364,Holywood_and_Clandeboye_A3 DZ profile
Holywood_and_Clandeboye_B1,N20003541,336,Holywood_and_Clandeboye_B1 DZ profile
Holywood_and_Clandeboye_B2,N20003542,423,Holywood_and_Clandeboye_B2 DZ profile
Holywood_and_Clandeboye_B3,N20003543,345,Holywood_and_Clandeboye_B3 DZ profile
Holywood_and_Clandeboye_F2,N20003544,354,Holywood_and_Clandeboye_F2 DZ profile
Holywood_and_Clandeboye_F3,N20003545,609,Holywood_and_Clandeboye_F3 DZ profile
Holywood_and_Clandeboye_C1,N20003546,639,Holywood_and_Clandeboye_C1 DZ profile
Holywood_and_Clandeboye_C2,N20003547,677,Holywood_and_Clandeboye_C2 DZ profile
Holywood_and_Clandeboye_D1,N20003548,673,Holywood_and_Clandeboye_D1 DZ profile
Holywood_and_Clandeboye_D2,N20003549,630,Holywood_and_Clandeboye_D2 DZ profile
Holywood_and_Clandeboye_E1,N20003550,603,Holywood_and_Clandeboye_E1 DZ profile
Holywood_and_Clandeboye_D3,N20003551,429,Holywood_and_Clandeboye_D3 DZ profile
Holywood_and_Clandeboye_H1,N20003552,336,Holywood_and_Clandeboye_H1 DZ profile
Holywood_and_Clandeboye_E2,N20003553,814,Holywood_and_Clandeboye_E2 DZ profile
Holywood_and_Clandeboye_G1,N20003554,"1,201",Holywood_and_Clandeboye_G1 DZ profile
Holywood_and_Clandeboye_E3,N20003555,477,Holywood_and_Clandeboye_E3 DZ profile
Holywood_and_Clandeboye_G2,N20003556,482,Holywood_and_Clandeboye_G2 DZ profile
Holywood_and_Clandeboye_G3,N20003557,289,Holywood_and_Clandeboye_G3 DZ profile
Holywood_and_Clandeboye_H2,N20003558,397,Holywood_and_Clandeboye_H2 DZ profile
Holywood_and_Clandeboye_K1,N20003559,462,Holywood_and_Clandeboye_K1 DZ profile
Holywood_and_Clandeboye_K2,N20003560,381,Holywood_and_Clandeboye_K2 DZ profile
Holywood_and_Clandeboye_H3,N20003561,480,Holywood_and_Clandeboye_H3 DZ profile
Holywood_and_Clandeboye_J1,N20003562,756,Holywood_and_Clandeboye_J1 DZ profile
Holywood_and_Clandeboye_H4,N20003563,296,Holywood_and_Clandeboye_H4 DZ profile
Holywood_and_Clandeboye_H5,N20003564,381,Holywood_and_Clandeboye_H5 DZ profile
Holywood_and_Clandeboye_K3,N20003565,422,Holywood_and_Clandeboye_K3 DZ profile
Holywood_and_Clandeboye_H6,N20003566,363,Holywood_and_Clandeboye_H6 DZ profile
Holywood_and_Clandeboye_K4,N20003567,550,Holywood_and_Clandeboye_K4 DZ profile
Holywood_and_Clandeboye_J2,N20003568,646,Holywood_and_Clandeboye_J2 DZ profile
Holywood_and_Clandeboye_F4,N20003569,889,Holywood_and_Clandeboye_F4 DZ profile
Holywood_and_Clandeboye_L1,N20003570,278,Holywood_and_Clandeboye_L1 DZ profile
Holywood_and_Clandeboye_L2,N20003571,492,Holywood_and_Clandeboye_L2 DZ profile
Holywood_and_Clandeboye_J3,N20003572,511,Holywood_and_Clandeboye_J3 DZ profile
Holywood_and_Clandeboye_L3,N20003573,528,Holywood_and_Clandeboye_L3 DZ profile
Holywood_and_Clandeboye_L4,N20003574,426,Holywood_and_Clandeboye_L4 DZ profile
Holywood_and_Clandeboye_K5,N20003575,382,Holywood_and_Clandeboye_K5 DZ profile
Holywood_and_Clandeboye_L5,N20003576,552,Holywood_and_Clandeboye_L5 DZ profile
Holywood_and_Clandeboye_L6,N20003577,404,Holywood_and_Clandeboye_L6 DZ profile
Bangor_West_A1,N20003578,649,Bangor_West_A1 DZ profile
Bangor_West_A2,N20003579,332,Bangor_West_A2 DZ profile
Bangor_West_A3,N20003580,504,Bangor_West_A3 DZ profile
Bangor_West_A4,N20003581,714,Bangor_West_A4 DZ profile
Bangor_West_C1,N20003582,436,Bangor_West_C1 DZ profile
Bangor_West_A5,N20003583,399,Bangor_West_A5 DZ profile
Bangor_West_A6,N20003584,513,Bangor_West_A6 DZ profile
Bangor_West_B1,N20003585,444,Bangor_West_B1 DZ profile
Bangor_West_D1,N20003586,647,Bangor_West_D1 DZ profile
Bangor_West_B2,N20003587,397,Bangor_West_B2 DZ profile
Bangor_West_B3,N20003588,396,Bangor_West_B3 DZ profile
Bangor_West_C2,N20003589,490,Bangor_West_C2 DZ profile
Bangor_West_D2,N20003590,311,Bangor_West_D2 DZ profile
Bangor_West_E1,N20003591,263,Bangor_West_E1 DZ profile
Bangor_West_F1,N20003592,428,Bangor_West_F1 DZ profile
Bangor_West_D3,N20003593,295,Bangor_West_D3 DZ profile
Bangor_West_E2,N20003594,522,Bangor_West_E2 DZ profile
Bangor_West_C3,N20003595,553,Bangor_West_C3 DZ profile
Bangor_West_F2,N20003596,432,Bangor_West_F2 DZ profile
Bangor_West_D4,N20003597,328,Bangor_West_D4 DZ profile
Bangor_West_C4,N20003598,343,Bangor_West_C4 DZ profile
Bangor_West_F3,N20003599,515,Bangor_West_F3 DZ profile
Bangor_West_E3,N20003600,412,Bangor_West_E3 DZ profile
Bangor_West_G1,N20003601,315,Bangor_West_G1 DZ profile
Bangor_West_D5,N20003602,431,Bangor_West_D5 DZ profile
Bangor_West_G2,N20003603,488,Bangor_West_G2 DZ profile
Bangor_West_E4,N20003604,314,Bangor_West_E4 DZ profile
Bangor_West_F4,N20003605,743,Bangor_West_F4 DZ profile
Bangor_West_E5,N20003606,257,Bangor_West_E5 DZ profile
Bangor_West_H1,N20003607,421,Bangor_West_H1 DZ profile
Bangor_West_H2,N20003608,244,Bangor_West_H2 DZ profile
Bangor_West_H3,N20003609,491,Bangor_West_H3 DZ profile
Bangor_West_G3,N20003610,254,Bangor_West_G3 DZ profile
Bangor_West_J1,N20003611,440,Bangor_West_J1 DZ profile
Bangor_West_E6,N20003612,358,Bangor_West_E6 DZ profile
Bangor_West_J2,N20003613,403,Bangor_West_J2 DZ profile
Bangor_West_G4,N20003614,462,Bangor_West_G4 DZ profile
Bangor_West_G5,N20003615,649,Bangor_West_G5 DZ profile
Bangor_West_H4,N20003616,613,Bangor_West_H4 DZ profile
Bangor_West_H5,N20003617,428,Bangor_West_H5 DZ profile
Bangor_West_H6,N20003618,435,Bangor_West_H6 DZ profile
Bangor_West_J3,N20003619,735,Bangor_West_J3 DZ profile
Bangor_West_J4,N20003620,722,Bangor_West_J4 DZ profile
Bangor_Central_A1,N20003621,433,Bangor_Central_A1 DZ profile
Bangor_Central_B1,N20003622,481,Bangor_Central_B1 DZ profile
Bangor_Central_A2,N20003623,545,Bangor_Central_A2 DZ profile
Bangor_Central_A3,N20003624,602,Bangor_Central_A3 DZ profile
Bangor_Central_B2,N20003625,517,Bangor_Central_B2 DZ profile
Bangor_Central_D1,N20003626,520,Bangor_Central_D1 DZ profile
Bangor_Central_E1,N20003627,438,Bangor_Central_E1 DZ profile
Bangor_Central_C1,N20003628,510,Bangor_Central_C1 DZ profile
Bangor_Central_E2,N20003629,501,Bangor_Central_E2 DZ profile
Bangor_Central_D2,N20003630,505,Bangor_Central_D2 DZ profile
Bangor_Central_F1,N20003631,385,Bangor_Central_F1 DZ profile
Bangor_Central_C2,N20003632,575,Bangor_Central_C2 DZ profile
Bangor_Central_F2,N20003633,180,Bangor_Central_F2 DZ profile
Bangor_Central_E3,N20003634,433,Bangor_Central_E3 DZ profile
Bangor_Central_B3,N20003635,461,Bangor_Central_B3 DZ profile
Bangor_Central_F3,N20003636,274,Bangor_Central_F3 DZ profile
Bangor_Central_B4,N20003637,476,Bangor_Central_B4 DZ profile
Bangor_Central_E4,N20003638,471,Bangor_Central_E4 DZ profile
Bangor_Central_D3,N20003639,449,Bangor_Central_D3 DZ profile
Bangor_Central_C3,N20003640,316,Bangor_Central_C3 DZ profile
Bangor_Central_E5,N20003641,283,Bangor_Central_E5 DZ profile
Bangor_Central_C4,N20003642,353,Bangor_Central_C4 DZ profile
Bangor_Central_B5,N20003643,330,Bangor_Central_B5 DZ profile
Bangor_Central_F4,N20003644,494,Bangor_Central_F4 DZ profile
Bangor_Central_G1,N20003645,609,Bangor_Central_G1 DZ profile
Bangor_Central_G2,N20003646,458,Bangor_Central_G2 DZ profile
Bangor_Central_G3,N20003647,580,Bangor_Central_G3 DZ profile
Bangor_Central_H1,N20003648,418,Bangor_Central_H1 DZ profile
Bangor_Central_H2,N20003649,554,Bangor_Central_H2 DZ profile
Bangor_Central_J1,N20003650,792,Bangor_Central_J1 DZ profile
Bangor_Central_K1,N20003651,457,Bangor_Central_K1 DZ profile
Bangor_Central_J2,N20003652,585,Bangor_Central_J2 DZ profile
Bangor_Central_K2,N20003653,412,Bangor_Central_K2 DZ profile
Bangor_Central_H3,N20003654,424,Bangor_Central_H3 DZ profile
Bangor_Central_J3,N20003655,524,Bangor_Central_J3 DZ profile
Bangor_Central_K3,N20003656,440,Bangor_Central_K3 DZ profile
Bangor_Central_K4,N20003657,351,Bangor_Central_K4 DZ profile
Bangor_Central_J4,N20003658,374,Bangor_Central_J4 DZ profile
Bangor_Central_L1,N20003659,510,Bangor_Central_L1 DZ profile
Bangor_Central_K5,N20003660,403,Bangor_Central_K5 DZ profile
Bangor_Central_P1,N20003661,415,Bangor_Central_P1 DZ profile
Bangor_Central_L2,N20003662,362,Bangor_Central_L2 DZ profile
Bangor_Central_N1,N20003663,445,Bangor_Central_N1 DZ profile
Bangor_Central_L3,N20003664,539,Bangor_Central_L3 DZ profile
Bangor_Central_L4,N20003665,232,Bangor_Central_L4 DZ profile
Bangor_Central_N2,N20003666,459,Bangor_Central_N2 DZ profile
Bangor_Central_P2,N20003667,548,Bangor_Central_P2 DZ profile
Bangor_Central_L5,N20003668,486,Bangor_Central_L5 DZ profile
Bangor_Central_P3,N20003669,625,Bangor_Central_P3 DZ profile
Bangor_Central_N3,N20003670,360,Bangor_Central_N3 DZ profile
Bangor_Central_N4,N20003671,379,Bangor_Central_N4 DZ profile
Bangor_Central_P4,N20003672,334,Bangor_Central_P4 DZ profile
Bangor_Central_Q1,N20003673,719,Bangor_Central_Q1 DZ profile
Bangor_Central_Q2,N20003674,352,Bangor_Central_Q2 DZ profile
Bangor_Central_P5,N20003675,437,Bangor_Central_P5 DZ profile
Bangor_Central_Q3,N20003676,573,Bangor_Central_Q3 DZ profile
Bangor_Central_Q4,N20003677,439,Bangor_Central_Q4 DZ profile
Bangor_Central_Q5,N20003678,507,Bangor_Central_Q5 DZ profile
Bangor_East_and_Donaghadee_E1,N20003679,270,Bangor_East_and_Donaghadee_E1 DZ profile
Bangor_East_and_Donaghadee_A1,N20003680,485,Bangor_East_and_Donaghadee_A1 DZ profile
Bangor_East_and_Donaghadee_A2,N20003681,362,Bangor_East_and_Donaghadee_A2 DZ profile
Bangor_East_and_Donaghadee_A3,N20003682,373,Bangor_East_and_Donaghadee_A3 DZ profile
Bangor_East_and_Donaghadee_B1,N20003683,307,Bangor_East_and_Donaghadee_B1 DZ profile
Bangor_East_and_Donaghadee_B2,N20003684,516,Bangor_East_and_Donaghadee_B2 DZ profile
Bangor_East_and_Donaghadee_E2,N20003685,478,Bangor_East_and_Donaghadee_E2 DZ profile
Bangor_East_and_Donaghadee_B3,N20003686,342,Bangor_East_and_Donaghadee_B3 DZ profile
Bangor_East_and_Donaghadee_B4,N20003687,398,Bangor_East_and_Donaghadee_B4 DZ profile
Bangor_East_and_Donaghadee_C1,N20003688,362,Bangor_East_and_Donaghadee_C1 DZ profile
Bangor_East_and_Donaghadee_B5,N20003689,378,Bangor_East_and_Donaghadee_B5 DZ profile
Bangor_East_and_Donaghadee_B6,N20003690,335,Bangor_East_and_Donaghadee_B6 DZ profile
Bangor_East_and_Donaghadee_B7,N20003691,431,Bangor_East_and_Donaghadee_B7 DZ profile
Bangor_East_and_Donaghadee_D1,N20003692,189,Bangor_East_and_Donaghadee_D1 DZ profile
Bangor_East_and_Donaghadee_C2,N20003693,459,Bangor_East_and_Donaghadee_C2 DZ profile
Bangor_East_and_Donaghadee_D2,N20003694,459,Bangor_East_and_Donaghadee_D2 DZ profile
Bangor_East_and_Donaghadee_D3,N20003695,530,Bangor_East_and_Donaghadee_D3 DZ profile
Bangor_East_and_Donaghadee_F1,N20003696,569,Bangor_East_and_Donaghadee_F1 DZ profile
Bangor_East_and_Donaghadee_F2,N20003697,560,Bangor_East_and_Donaghadee_F2 DZ profile
Bangor_East_and_Donaghadee_G1,N20003698,610,Bangor_East_and_Donaghadee_G1 DZ profile
Bangor_East_and_Donaghadee_G2,N20003699,465,Bangor_East_and_Donaghadee_G2 DZ profile
Bangor_East_and_Donaghadee_C3,N20003700,621,Bangor_East_and_Donaghadee_C3 DZ profile
Bangor_East_and_Donaghadee_F3,N20003701,546,Bangor_East_and_Donaghadee_F3 DZ profile
Bangor_East_and_Donaghadee_F4,N20003702,323,Bangor_East_and_Donaghadee_F4 DZ profile
Bangor_East_and_Donaghadee_G3,N20003703,394,Bangor_East_and_Donaghadee_G3 DZ profile
Bangor_East_and_Donaghadee_C4,N20003704,520,Bangor_East_and_Donaghadee_C4 DZ profile
Bangor_East_and_Donaghadee_G4,N20003705,460,Bangor_East_and_Donaghadee_G4 DZ profile
Bangor_East_and_Donaghadee_F5,N20003706,411,Bangor_East_and_Donaghadee_F5 DZ profile
Bangor_East_and_Donaghadee_J1,N20003707,374,Bangor_East_and_Donaghadee_J1 DZ profile
Bangor_East_and_Donaghadee_G5,N20003708,670,Bangor_East_and_Donaghadee_G5 DZ profile
Bangor_East_and_Donaghadee_G6,N20003709,605,Bangor_East_and_Donaghadee_G6 DZ profile
Bangor_East_and_Donaghadee_H1,N20003710,227,Bangor_East_and_Donaghadee_H1 DZ profile
Bangor_East_and_Donaghadee_J2,N20003711,224,Bangor_East_and_Donaghadee_J2 DZ profile
Bangor_East_and_Donaghadee_H2,N20003712,632,Bangor_East_and_Donaghadee_H2 DZ profile
Bangor_East_and_Donaghadee_J3,N20003713,275,Bangor_East_and_Donaghadee_J3 DZ profile
Bangor_East_and_Donaghadee_H3,N20003714,676,Bangor_East_and_Donaghadee_H3 DZ profile
Bangor_East_and_Donaghadee_J4,N20003715,269,Bangor_East_and_Donaghadee_J4 DZ profile
Bangor_East_and_Donaghadee_H4,N20003716,584,Bangor_East_and_Donaghadee_H4 DZ profile
Bangor_East_and_Donaghadee_H5,N20003717,466,Bangor_East_and_Donaghadee_H5 DZ profile
Bangor_East_and_Donaghadee_J5,N20003718,436,Bangor_East_and_Donaghadee_J5 DZ profile
Bangor_East_and_Donaghadee_H6,N20003719,734,Bangor_East_and_Donaghadee_H6 DZ profile
Bangor_East_and_Donaghadee_J6,N20003720,468,Bangor_East_and_Donaghadee_J6 DZ profile
Bangor_East_and_Donaghadee_E3,N20003721,418,Bangor_East_and_Donaghadee_E3 DZ profile
Bangor_East_and_Donaghadee_K1,N20003722,436,Bangor_East_and_Donaghadee_K1 DZ profile
Bangor_East_and_Donaghadee_J7,N20003723,354,Bangor_East_and_Donaghadee_J7 DZ profile
Bangor_East_and_Donaghadee_K2,N20003724,315,Bangor_East_and_Donaghadee_K2 DZ profile
Bangor_East_and_Donaghadee_K3,N20003725,591,Bangor_East_and_Donaghadee_K3 DZ profile
Bangor_East_and_Donaghadee_E4,N20003726,324,Bangor_East_and_Donaghadee_E4 DZ profile
Bangor_East_and_Donaghadee_K4,N20003727,341,Bangor_East_and_Donaghadee_K4 DZ profile
Bangor_East_and_Donaghadee_K5,N20003728,660,Bangor_East_and_Donaghadee_K5 DZ profile
Bangor_East_and_Donaghadee_K6,N20003729,619,Bangor_East_and_Donaghadee_K6 DZ profile
Ards_Peninsula_C1,N20003730,433,Ards_Peninsula_C1 DZ profile
Ards_Peninsula_C2,N20003731,388,Ards_Peninsula_C2 DZ profile
Ards_Peninsula_A1,N20003732,489,Ards_Peninsula_A1 DZ profile
Ards_Peninsula_A2,N20003733,492,Ards_Peninsula_A2 DZ profile
Ards_Peninsula_A3,N20003734,694,Ards_Peninsula_A3 DZ profile
