Census 2021 Data Zone Code,Census 2021 Data Zone Label,Household Deprivation Code,Household Deprivation Label,Count
N20000011,Dunsilly_D1,4,Household is deprived in 3 dimensions,26
N20000011,Dunsilly_D1,5,Household is deprived in 4 dimensions,2
N20000012,Dunsilly_D2,1,Household is not deprived in any dimension,92
N20000012,Dunsilly_D2,2,Household is deprived in 1 dimension,84
N20000012,Dunsilly_D2,3,Household is deprived in 2 dimensions,38
N20000012,Dunsilly_D2,4,Household is deprived in 3 dimensions,12
N20000012,Dunsilly_D2,5,Household is deprived in 4 dimensions,2
N20000013,Dunsilly_F1,1,Household is not deprived in any dimension,53
N20000013,Dunsilly_F1,2,Household is deprived in 1 dimension,60
N20000013,Dunsilly_F1,3,Household is deprived in 2 dimensions,25
N20000013,Dunsilly_F1,4,Household is deprived in 3 dimensions,5
N20000013,Dunsilly_F1,5,Household is deprived in 4 dimensions,0
N20000014,Dunsilly_D3,1,Household is not deprived in any dimension,95
N20000014,Dunsilly_D3,2,Household is deprived in 1 dimension,59
N20000014,Dunsilly_D3,3,Household is deprived in 2 dimensions,22
N20000014,Dunsilly_D3,4,Household is deprived in 3 dimensions,5
N20000014,Dunsilly_D3,5,Household is deprived in 4 dimensions,1
N20000015,Dunsilly_C2,1,Household is not deprived in any dimension,74
N20000015,Dunsilly_C2,2,Household is deprived in 1 dimension,57
N20000015,Dunsilly_C2,3,Household is deprived in 2 dimensions,64
N20000015,Dunsilly_C2,4,Household is deprived in 3 dimensions,32
N20000015,Dunsilly_C2,5,Household is deprived in 4 dimensions,6
N20000016,Dunsilly_E1,1,Household is not deprived in any dimension,74
N20000016,Dunsilly_E1,2,Household is deprived in 1 dimension,51
N20000016,Dunsilly_E1,3,Household is deprived in 2 dimensions,37
N20000016,Dunsilly_E1,4,Household is deprived in 3 dimensions,20
N20000016,Dunsilly_E1,5,Household is deprived in 4 dimensions,0
N20000017,Dunsilly_E2,1,Household is not deprived in any dimension,113
N20000017,Dunsilly_E2,2,Household is deprived in 1 dimension,87
N20000017,Dunsilly_E2,3,Household is deprived in 2 dimensions,53
N20000017,Dunsilly_E2,4,Household is deprived in 3 dimensions,7
N20000017,Dunsilly_E2,5,Household is deprived in 4 dimensions,0
N20000018,Dunsilly_E3,1,Household is not deprived in any dimension,78
N20000018,Dunsilly_E3,2,Household is deprived in 1 dimension,61
N20000018,Dunsilly_E3,3,Household is deprived in 2 dimensions,25
N20000018,Dunsilly_E3,4,Household is deprived in 3 dimensions,4
N20000018,Dunsilly_E3,5,Household is deprived in 4 dimensions,0
N20000019,Dunsilly_D4,1,Household is not deprived in any dimension,52
N20000019,Dunsilly_D4,2,Household is deprived in 1 dimension,63
N20000019,Dunsilly_D4,3,Household is deprived in 2 dimensions,65
N20000019,Dunsilly_D4,4,Household is deprived in 3 dimensions,32
N20000019,Dunsilly_D4,5,Household is deprived in 4 dimensions,6
N20000020,Dunsilly_D5,1,Household is not deprived in any dimension,67
N20000020,Dunsilly_D5,2,Household is deprived in 1 dimension,84
N20000020,Dunsilly_D5,3,Household is deprived in 2 dimensions,71
N20000020,Dunsilly_D5,4,Household is deprived in 3 dimensions,26
N20000020,Dunsilly_D5,5,Household is deprived in 4 dimensions,8
N20000021,Dunsilly_E4,1,Household is not deprived in any dimension,115
N20000021,Dunsilly_E4,2,Household is deprived in 1 dimension,48
N20000021,Dunsilly_E4,3,Household is deprived in 2 dimensions,26
N20000021,Dunsilly_E4,4,Household is deprived in 3 dimensions,2
N20000021,Dunsilly_E4,5,Household is deprived in 4 dimensions,0
N20000022,Dunsilly_C3,1,Household is not deprived in any dimension,102
N20000022,Dunsilly_C3,2,Household is deprived in 1 dimension,38
N20000022,Dunsilly_C3,3,Household is deprived in 2 dimensions,9
N20000022,Dunsilly_C3,4,Household is deprived in 3 dimensions,4
N20000022,Dunsilly_C3,5,Household is deprived in 4 dimensions,0
N20000023,Dunsilly_D6,1,Household is not deprived in any dimension,91
N20000023,Dunsilly_D6,2,Household is deprived in 1 dimension,61
N20000023,Dunsilly_D6,3,Household is deprived in 2 dimensions,39
N20000023,Dunsilly_D6,4,Household is deprived in 3 dimensions,7
N20000023,Dunsilly_D6,5,Household is deprived in 4 dimensions,0
N20000024,Dunsilly_C4,1,Household is not deprived in any dimension,90
N20000024,Dunsilly_C4,2,Household is deprived in 1 dimension,67
N20000024,Dunsilly_C4,3,Household is deprived in 2 dimensions,29
N20000024,Dunsilly_C4,4,Household is deprived in 3 dimensions,14
N20000024,Dunsilly_C4,5,Household is deprived in 4 dimensions,2
N20000025,Dunsilly_F2,1,Household is not deprived in any dimension,83
N20000025,Dunsilly_F2,2,Household is deprived in 1 dimension,34
N20000025,Dunsilly_F2,3,Household is deprived in 2 dimensions,7
N20000025,Dunsilly_F2,4,Household is deprived in 3 dimensions,4
N20000025,Dunsilly_F2,5,Household is deprived in 4 dimensions,0
N20000026,Dunsilly_B4,1,Household is not deprived in any dimension,113
N20000026,Dunsilly_B4,2,Household is deprived in 1 dimension,72
N20000026,Dunsilly_B4,3,Household is deprived in 2 dimensions,20
N20000026,Dunsilly_B4,4,Household is deprived in 3 dimensions,1
N20000026,Dunsilly_B4,5,Household is deprived in 4 dimensions,0
N20000027,Dunsilly_F3,1,Household is not deprived in any dimension,122
N20000027,Dunsilly_F3,2,Household is deprived in 1 dimension,45
N20000027,Dunsilly_F3,3,Household is deprived in 2 dimensions,8
N20000027,Dunsilly_F3,4,Household is deprived in 3 dimensions,4
N20000027,Dunsilly_F3,5,Household is deprived in 4 dimensions,0
N20000028,Dunsilly_F4,1,Household is not deprived in any dimension,97
N20000028,Dunsilly_F4,2,Household is deprived in 1 dimension,53
N20000028,Dunsilly_F4,3,Household is deprived in 2 dimensions,23
N20000028,Dunsilly_F4,4,Household is deprived in 3 dimensions,7
N20000028,Dunsilly_F4,5,Household is deprived in 4 dimensions,0
N20000029,Dunsilly_F5,1,Household is not deprived in any dimension,101
N20000029,Dunsilly_F5,2,Household is deprived in 1 dimension,66
N20000029,Dunsilly_F5,3,Household is deprived in 2 dimensions,33
N20000029,Dunsilly_F5,4,Household is deprived in 3 dimensions,12
N20000029,Dunsilly_F5,5,Household is deprived in 4 dimensions,0
N20000030,Dunsilly_B5,1,Household is not deprived in any dimension,112
N20000030,Dunsilly_B5,2,Household is deprived in 1 dimension,55
N20000030,Dunsilly_B5,3,Household is deprived in 2 dimensions,19
N20000030,Dunsilly_B5,4,Household is deprived in 3 dimensions,2
N20000030,Dunsilly_B5,5,Household is deprived in 4 dimensions,1
N20000031,Dunsilly_B6,1,Household is not deprived in any dimension,104
N20000031,Dunsilly_B6,2,Household is deprived in 1 dimension,58
N20000031,Dunsilly_B6,3,Household is deprived in 2 dimensions,47
N20000031,Dunsilly_B6,4,Household is deprived in 3 dimensions,16
N20000031,Dunsilly_B6,5,Household is deprived in 4 dimensions,1
N20000032,Dunsilly_F6,1,Household is not deprived in any dimension,66
N20000032,Dunsilly_F6,2,Household is deprived in 1 dimension,43
N20000032,Dunsilly_F6,3,Household is deprived in 2 dimensions,23
N20000032,Dunsilly_F6,4,Household is deprived in 3 dimensions,6
N20000032,Dunsilly_F6,5,Household is deprived in 4 dimensions,0
N20000033,Dunsilly_F7,1,Household is not deprived in any dimension,84
N20000033,Dunsilly_F7,2,Household is deprived in 1 dimension,55
N20000033,Dunsilly_F7,3,Household is deprived in 2 dimensions,22
N20000033,Dunsilly_F7,4,Household is deprived in 3 dimensions,5
N20000033,Dunsilly_F7,5,Household is deprived in 4 dimensions,0
N20000034,Dunsilly_F8,1,Household is not deprived in any dimension,70
N20000034,Dunsilly_F8,2,Household is deprived in 1 dimension,51
N20000034,Dunsilly_F8,3,Household is deprived in 2 dimensions,13
N20000034,Dunsilly_F8,4,Household is deprived in 3 dimensions,3
N20000034,Dunsilly_F8,5,Household is deprived in 4 dimensions,0
N20000035,Antrim_A1,1,Household is not deprived in any dimension,122
N20000035,Antrim_A1,2,Household is deprived in 1 dimension,79
N20000035,Antrim_A1,3,Household is deprived in 2 dimensions,37
N20000035,Antrim_A1,4,Household is deprived in 3 dimensions,12
N20000035,Antrim_A1,5,Household is deprived in 4 dimensions,0
N20000036,Antrim_A2,1,Household is not deprived in any dimension,65
N20000036,Antrim_A2,2,Household is deprived in 1 dimension,39
N20000036,Antrim_A2,3,Household is deprived in 2 dimensions,31
N20000036,Antrim_A2,4,Household is deprived in 3 dimensions,15
N20000036,Antrim_A2,5,Household is deprived in 4 dimensions,2
N20000037,Antrim_A3,1,Household is not deprived in any dimension,44
N20000037,Antrim_A3,2,Household is deprived in 1 dimension,43
N20000037,Antrim_A3,3,Household is deprived in 2 dimensions,45
N20000037,Antrim_A3,4,Household is deprived in 3 dimensions,27
N20000037,Antrim_A3,5,Household is deprived in 4 dimensions,7
N20000038,Antrim_B1,1,Household is not deprived in any dimension,186
N20000038,Antrim_B1,2,Household is deprived in 1 dimension,49
N20000038,Antrim_B1,3,Household is deprived in 2 dimensions,14
N20000038,Antrim_B1,4,Household is deprived in 3 dimensions,6
N20000038,Antrim_B1,5,Household is deprived in 4 dimensions,0
N20000039,Antrim_B2,1,Household is not deprived in any dimension,65
N20000039,Antrim_B2,2,Household is deprived in 1 dimension,79
N20000039,Antrim_B2,3,Household is deprived in 2 dimensions,26
N20000039,Antrim_B2,4,Household is deprived in 3 dimensions,6
N20000039,Antrim_B2,5,Household is deprived in 4 dimensions,1
N20000040,Antrim_A4,1,Household is not deprived in any dimension,51
N20000040,Antrim_A4,2,Household is deprived in 1 dimension,54
N20000040,Antrim_A4,3,Household is deprived in 2 dimensions,22
N20000040,Antrim_A4,4,Household is deprived in 3 dimensions,5
N20000040,Antrim_A4,5,Household is deprived in 4 dimensions,1
N20000041,Antrim_C1,1,Household is not deprived in any dimension,158
N20000041,Antrim_C1,2,Household is deprived in 1 dimension,119
N20000041,Antrim_C1,3,Household is deprived in 2 dimensions,52
N20000041,Antrim_C1,4,Household is deprived in 3 dimensions,5
N20000041,Antrim_C1,5,Household is deprived in 4 dimensions,0
N20000042,Antrim_B3,1,Household is not deprived in any dimension,164
N20000042,Antrim_B3,2,Household is deprived in 1 dimension,45
N20000042,Antrim_B3,3,Household is deprived in 2 dimensions,19
N20000042,Antrim_B3,4,Household is deprived in 3 dimensions,4
N20000042,Antrim_B3,5,Household is deprived in 4 dimensions,1
N20000043,Antrim_D1,1,Household is not deprived in any dimension,161
N20000043,Antrim_D1,2,Household is deprived in 1 dimension,84
N20000043,Antrim_D1,3,Household is deprived in 2 dimensions,24
N20000043,Antrim_D1,4,Household is deprived in 3 dimensions,1
N20000043,Antrim_D1,5,Household is deprived in 4 dimensions,1
N20000044,Antrim_C2,1,Household is not deprived in any dimension,132
N20000044,Antrim_C2,2,Household is deprived in 1 dimension,39
N20000044,Antrim_C2,3,Household is deprived in 2 dimensions,21
N20000044,Antrim_C2,4,Household is deprived in 3 dimensions,8
N20000044,Antrim_C2,5,Household is deprived in 4 dimensions,2
N20000045,Antrim_C3,1,Household is not deprived in any dimension,75
N20000045,Antrim_C3,2,Household is deprived in 1 dimension,66
N20000045,Antrim_C3,3,Household is deprived in 2 dimensions,33
N20000045,Antrim_C3,4,Household is deprived in 3 dimensions,8
N20000045,Antrim_C3,5,Household is deprived in 4 dimensions,0
N20000046,Antrim_D2,1,Household is not deprived in any dimension,93
N20000046,Antrim_D2,2,Household is deprived in 1 dimension,75
N20000046,Antrim_D2,3,Household is deprived in 2 dimensions,66
N20000046,Antrim_D2,4,Household is deprived in 3 dimensions,25
N20000046,Antrim_D2,5,Household is deprived in 4 dimensions,3
N20000047,Antrim_D3,1,Household is not deprived in any dimension,94
N20000047,Antrim_D3,2,Household is deprived in 1 dimension,56
N20000047,Antrim_D3,3,Household is deprived in 2 dimensions,31
N20000047,Antrim_D3,4,Household is deprived in 3 dimensions,1
N20000047,Antrim_D3,5,Household is deprived in 4 dimensions,2
N20000048,Antrim_C4,1,Household is not deprived in any dimension,93
N20000048,Antrim_C4,2,Household is deprived in 1 dimension,93
N20000048,Antrim_C4,3,Household is deprived in 2 dimensions,48
N20000048,Antrim_C4,4,Household is deprived in 3 dimensions,10
N20000048,Antrim_C4,5,Household is deprived in 4 dimensions,0
N20000049,Antrim_G1,1,Household is not deprived in any dimension,74
N20000049,Antrim_G1,2,Household is deprived in 1 dimension,101
N20000049,Antrim_G1,3,Household is deprived in 2 dimensions,68
N20000049,Antrim_G1,4,Household is deprived in 3 dimensions,31
N20000049,Antrim_G1,5,Household is deprived in 4 dimensions,1
N20000050,Antrim_E1,1,Household is not deprived in any dimension,51
N20000050,Antrim_E1,2,Household is deprived in 1 dimension,79
N20000050,Antrim_E1,3,Household is deprived in 2 dimensions,43
N20000050,Antrim_E1,4,Household is deprived in 3 dimensions,30
N20000050,Antrim_E1,5,Household is deprived in 4 dimensions,7
N20000051,Antrim_F1,1,Household is not deprived in any dimension,48
N20000051,Antrim_F1,2,Household is deprived in 1 dimension,69
N20000051,Antrim_F1,3,Household is deprived in 2 dimensions,58
N20000051,Antrim_F1,4,Household is deprived in 3 dimensions,21
N20000051,Antrim_F1,5,Household is deprived in 4 dimensions,1
N20000052,Antrim_F2,1,Household is not deprived in any dimension,67
N20000052,Antrim_F2,2,Household is deprived in 1 dimension,78
N20000052,Antrim_F2,3,Household is deprived in 2 dimensions,48
N20000052,Antrim_F2,4,Household is deprived in 3 dimensions,20
N20000052,Antrim_F2,5,Household is deprived in 4 dimensions,0
N20000053,Antrim_E2,1,Household is not deprived in any dimension,47
N20000053,Antrim_E2,2,Household is deprived in 1 dimension,59
N20000053,Antrim_E2,3,Household is deprived in 2 dimensions,60
N20000053,Antrim_E2,4,Household is deprived in 3 dimensions,23
N20000053,Antrim_E2,5,Household is deprived in 4 dimensions,2
N20000054,Antrim_D4,1,Household is not deprived in any dimension,69
N20000054,Antrim_D4,2,Household is deprived in 1 dimension,78
N20000054,Antrim_D4,3,Household is deprived in 2 dimensions,54
N20000054,Antrim_D4,4,Household is deprived in 3 dimensions,18
N20000054,Antrim_D4,5,Household is deprived in 4 dimensions,3
N20000055,Antrim_E3,1,Household is not deprived in any dimension,45
N20000055,Antrim_E3,2,Household is deprived in 1 dimension,45
N20000055,Antrim_E3,3,Household is deprived in 2 dimensions,48
N20000055,Antrim_E3,4,Household is deprived in 3 dimensions,17
N20000055,Antrim_E3,5,Household is deprived in 4 dimensions,4
N20000056,Antrim_E4,1,Household is not deprived in any dimension,46
N20000056,Antrim_E4,2,Household is deprived in 1 dimension,69
N20000056,Antrim_E4,3,Household is deprived in 2 dimensions,48
N20000056,Antrim_E4,4,Household is deprived in 3 dimensions,27
N20000056,Antrim_E4,5,Household is deprived in 4 dimensions,2
N20000057,Antrim_G2,1,Household is not deprived in any dimension,88
N20000057,Antrim_G2,2,Household is deprived in 1 dimension,80
N20000057,Antrim_G2,3,Household is deprived in 2 dimensions,41
N20000057,Antrim_G2,4,Household is deprived in 3 dimensions,5
N20000057,Antrim_G2,5,Household is deprived in 4 dimensions,0
N20000058,Antrim_H1,1,Household is not deprived in any dimension,58
N20000058,Antrim_H1,2,Household is deprived in 1 dimension,56
N20000058,Antrim_H1,3,Household is deprived in 2 dimensions,49
N20000058,Antrim_H1,4,Household is deprived in 3 dimensions,17
N20000058,Antrim_H1,5,Household is deprived in 4 dimensions,0
N20000059,Antrim_F3,1,Household is not deprived in any dimension,46
N20000059,Antrim_F3,2,Household is deprived in 1 dimension,69
N20000059,Antrim_F3,3,Household is deprived in 2 dimensions,60
N20000059,Antrim_F3,4,Household is deprived in 3 dimensions,22
N20000059,Antrim_F3,5,Household is deprived in 4 dimensions,2
N20000060,Antrim_J1,1,Household is not deprived in any dimension,73
N20000060,Antrim_J1,2,Household is deprived in 1 dimension,39
N20000060,Antrim_J1,3,Household is deprived in 2 dimensions,22
N20000060,Antrim_J1,4,Household is deprived in 3 dimensions,5
N20000060,Antrim_J1,5,Household is deprived in 4 dimensions,1
N20000061,Antrim_H2,1,Household is not deprived in any dimension,58
N20000061,Antrim_H2,2,Household is deprived in 1 dimension,61
N20000061,Antrim_H2,3,Household is deprived in 2 dimensions,35
N20000061,Antrim_H2,4,Household is deprived in 3 dimensions,16
N20000061,Antrim_H2,5,Household is deprived in 4 dimensions,0
N20000062,Antrim_H3,1,Household is not deprived in any dimension,76
N20000062,Antrim_H3,2,Household is deprived in 1 dimension,86
N20000062,Antrim_H3,3,Household is deprived in 2 dimensions,77
N20000062,Antrim_H3,4,Household is deprived in 3 dimensions,34
N20000062,Antrim_H3,5,Household is deprived in 4 dimensions,1
N20000063,Antrim_G3,1,Household is not deprived in any dimension,77
N20000063,Antrim_G3,2,Household is deprived in 1 dimension,69
N20000063,Antrim_G3,3,Household is deprived in 2 dimensions,52
N20000063,Antrim_G3,4,Household is deprived in 3 dimensions,9
N20000063,Antrim_G3,5,Household is deprived in 4 dimensions,3
N20000064,Antrim_J2,1,Household is not deprived in any dimension,67
N20000064,Antrim_J2,2,Household is deprived in 1 dimension,69
N20000064,Antrim_J2,3,Household is deprived in 2 dimensions,34
N20000064,Antrim_J2,4,Household is deprived in 3 dimensions,4
N20000064,Antrim_J2,5,Household is deprived in 4 dimensions,0
N20000065,Antrim_J3,1,Household is not deprived in any dimension,88
N20000065,Antrim_J3,2,Household is deprived in 1 dimension,88
N20000065,Antrim_J3,3,Household is deprived in 2 dimensions,39
N20000065,Antrim_J3,4,Household is deprived in 3 dimensions,4
N20000065,Antrim_J3,5,Household is deprived in 4 dimensions,0
N20000066,Antrim_K1,1,Household is not deprived in any dimension,37
N20000066,Antrim_K1,2,Household is deprived in 1 dimension,47
N20000066,Antrim_K1,3,Household is deprived in 2 dimensions,45
N20000066,Antrim_K1,4,Household is deprived in 3 dimensions,24
N20000066,Antrim_K1,5,Household is deprived in 4 dimensions,1
N20000067,Antrim_K2,1,Household is not deprived in any dimension,44
N20000067,Antrim_K2,2,Household is deprived in 1 dimension,62
N20000067,Antrim_K2,3,Household is deprived in 2 dimensions,70
N20000067,Antrim_K2,4,Household is deprived in 3 dimensions,39
N20000067,Antrim_K2,5,Household is deprived in 4 dimensions,5
N20000068,Antrim_G4,1,Household is not deprived in any dimension,26
N20000068,Antrim_G4,2,Household is deprived in 1 dimension,48
N20000068,Antrim_G4,3,Household is deprived in 2 dimensions,60
N20000068,Antrim_G4,4,Household is deprived in 3 dimensions,39
N20000068,Antrim_G4,5,Household is deprived in 4 dimensions,5
N20000069,Antrim_L1,1,Household is not deprived in any dimension,91
N20000069,Antrim_L1,2,Household is deprived in 1 dimension,52
N20000069,Antrim_L1,3,Household is deprived in 2 dimensions,21
N20000069,Antrim_L1,4,Household is deprived in 3 dimensions,3
N20000069,Antrim_L1,5,Household is deprived in 4 dimensions,1
N20000070,Antrim_J4,1,Household is not deprived in any dimension,72
N20000070,Antrim_J4,2,Household is deprived in 1 dimension,64
N20000070,Antrim_J4,3,Household is deprived in 2 dimensions,42
N20000070,Antrim_J4,4,Household is deprived in 3 dimensions,9
N20000070,Antrim_J4,5,Household is deprived in 4 dimensions,0
N20000071,Antrim_G5,1,Household is not deprived in any dimension,50
N20000071,Antrim_G5,2,Household is deprived in 1 dimension,45
N20000071,Antrim_G5,3,Household is deprived in 2 dimensions,27
N20000071,Antrim_G5,4,Household is deprived in 3 dimensions,14
N20000071,Antrim_G5,5,Household is deprived in 4 dimensions,1
N20000072,Antrim_L2,1,Household is not deprived in any dimension,108
N20000072,Antrim_L2,2,Household is deprived in 1 dimension,80
N20000072,Antrim_L2,3,Household is deprived in 2 dimensions,22
N20000072,Antrim_L2,4,Household is deprived in 3 dimensions,5
N20000072,Antrim_L2,5,Household is deprived in 4 dimensions,2
N20000073,Antrim_F4,1,Household is not deprived in any dimension,74
N20000073,Antrim_F4,2,Household is deprived in 1 dimension,77
N20000073,Antrim_F4,3,Household is deprived in 2 dimensions,55
N20000073,Antrim_F4,4,Household is deprived in 3 dimensions,17
N20000073,Antrim_F4,5,Household is deprived in 4 dimensions,2
N20000074,Antrim_K3,1,Household is not deprived in any dimension,76
N20000074,Antrim_K3,2,Household is deprived in 1 dimension,72
N20000074,Antrim_K3,3,Household is deprived in 2 dimensions,69
N20000074,Antrim_K3,4,Household is deprived in 3 dimensions,16
N20000074,Antrim_K3,5,Household is deprived in 4 dimensions,3
N20000075,Antrim_L3,1,Household is not deprived in any dimension,107
N20000075,Antrim_L3,2,Household is deprived in 1 dimension,39
N20000075,Antrim_L3,3,Household is deprived in 2 dimensions,19
N20000075,Antrim_L3,4,Household is deprived in 3 dimensions,4
N20000075,Antrim_L3,5,Household is deprived in 4 dimensions,0
N20000076,Antrim_N1,1,Household is not deprived in any dimension,77
N20000076,Antrim_N1,2,Household is deprived in 1 dimension,57
N20000076,Antrim_N1,3,Household is deprived in 2 dimensions,33
N20000076,Antrim_N1,4,Household is deprived in 3 dimensions,14
N20000076,Antrim_N1,5,Household is deprived in 4 dimensions,3
N20000077,Antrim_N2,1,Household is not deprived in any dimension,38
N20000077,Antrim_N2,2,Household is deprived in 1 dimension,63
N20000077,Antrim_N2,3,Household is deprived in 2 dimensions,55
N20000077,Antrim_N2,4,Household is deprived in 3 dimensions,21
N20000077,Antrim_N2,5,Household is deprived in 4 dimensions,1
N20000078,Antrim_F5,1,Household is not deprived in any dimension,41
N20000078,Antrim_F5,2,Household is deprived in 1 dimension,57
N20000078,Antrim_F5,3,Household is deprived in 2 dimensions,34
N20000078,Antrim_F5,4,Household is deprived in 3 dimensions,24
N20000078,Antrim_F5,5,Household is deprived in 4 dimensions,12
N20000079,Antrim_K4,1,Household is not deprived in any dimension,45
N20000079,Antrim_K4,2,Household is deprived in 1 dimension,62
N20000079,Antrim_K4,3,Household is deprived in 2 dimensions,65
N20000079,Antrim_K4,4,Household is deprived in 3 dimensions,16
N20000079,Antrim_K4,5,Household is deprived in 4 dimensions,2
N20000080,Antrim_J5,1,Household is not deprived in any dimension,122
N20000080,Antrim_J5,2,Household is deprived in 1 dimension,84
N20000080,Antrim_J5,3,Household is deprived in 2 dimensions,30
N20000080,Antrim_J5,4,Household is deprived in 3 dimensions,4
N20000080,Antrim_J5,5,Household is deprived in 4 dimensions,0
N20000081,Antrim_N3,1,Household is not deprived in any dimension,58
N20000081,Antrim_N3,2,Household is deprived in 1 dimension,44
N20000081,Antrim_N3,3,Household is deprived in 2 dimensions,46
N20000081,Antrim_N3,4,Household is deprived in 3 dimensions,18
N20000081,Antrim_N3,5,Household is deprived in 4 dimensions,0
N20000082,Antrim_K5,1,Household is not deprived in any dimension,49
N20000082,Antrim_K5,2,Household is deprived in 1 dimension,81
N20000082,Antrim_K5,3,Household is deprived in 2 dimensions,66
N20000082,Antrim_K5,4,Household is deprived in 3 dimensions,26
N20000082,Antrim_K5,5,Household is deprived in 4 dimensions,7
N20000083,Antrim_N4,1,Household is not deprived in any dimension,39
N20000083,Antrim_N4,2,Household is deprived in 1 dimension,49
N20000083,Antrim_N4,3,Household is deprived in 2 dimensions,38
N20000083,Antrim_N4,4,Household is deprived in 3 dimensions,9
N20000083,Antrim_N4,5,Household is deprived in 4 dimensions,2
N20000084,Antrim_N5,1,Household is not deprived in any dimension,48
N20000084,Antrim_N5,2,Household is deprived in 1 dimension,46
N20000084,Antrim_N5,3,Household is deprived in 2 dimensions,45
N20000084,Antrim_N5,4,Household is deprived in 3 dimensions,8
N20000084,Antrim_N5,5,Household is deprived in 4 dimensions,0
N20000085,Antrim_L4,1,Household is not deprived in any dimension,129
N20000085,Antrim_L4,2,Household is deprived in 1 dimension,63
N20000085,Antrim_L4,3,Household is deprived in 2 dimensions,23
N20000085,Antrim_L4,4,Household is deprived in 3 dimensions,2
N20000085,Antrim_L4,5,Household is deprived in 4 dimensions,0
N20000086,Ballyclare_F1,1,Household is not deprived in any dimension,115
N20000086,Ballyclare_F1,2,Household is deprived in 1 dimension,90
N20000086,Ballyclare_F1,3,Household is deprived in 2 dimensions,30
N20000086,Ballyclare_F1,4,Household is deprived in 3 dimensions,6
N20000086,Ballyclare_F1,5,Household is deprived in 4 dimensions,2
N20000087,Ballyclare_A1,1,Household is not deprived in any dimension,88
N20000087,Ballyclare_A1,2,Household is deprived in 1 dimension,72
N20000087,Ballyclare_A1,3,Household is deprived in 2 dimensions,30
N20000087,Ballyclare_A1,4,Household is deprived in 3 dimensions,4
N20000087,Ballyclare_A1,5,Household is deprived in 4 dimensions,0
N20000088,Ballyclare_F2,1,Household is not deprived in any dimension,117
N20000088,Ballyclare_F2,2,Household is deprived in 1 dimension,60
N20000088,Ballyclare_F2,3,Household is deprived in 2 dimensions,20
N20000088,Ballyclare_F2,4,Household is deprived in 3 dimensions,3
N20000088,Ballyclare_F2,5,Household is deprived in 4 dimensions,0
N20000089,Ballyclare_F3,1,Household is not deprived in any dimension,131
N20000089,Ballyclare_F3,2,Household is deprived in 1 dimension,86
N20000089,Ballyclare_F3,3,Household is deprived in 2 dimensions,36
N20000089,Ballyclare_F3,4,Household is deprived in 3 dimensions,4
N20000089,Ballyclare_F3,5,Household is deprived in 4 dimensions,0
N20000090,Ballyclare_B1,1,Household is not deprived in any dimension,156
N20000090,Ballyclare_B1,2,Household is deprived in 1 dimension,84
N20000090,Ballyclare_B1,3,Household is deprived in 2 dimensions,32
N20000090,Ballyclare_B1,4,Household is deprived in 3 dimensions,2
N20000090,Ballyclare_B1,5,Household is deprived in 4 dimensions,0
N20000091,Ballyclare_A2,1,Household is not deprived in any dimension,119
N20000091,Ballyclare_A2,2,Household is deprived in 1 dimension,60
N20000091,Ballyclare_A2,3,Household is deprived in 2 dimensions,21
N20000091,Ballyclare_A2,4,Household is deprived in 3 dimensions,0
N20000091,Ballyclare_A2,5,Household is deprived in 4 dimensions,0
N20000092,Ballyclare_B2,1,Household is not deprived in any dimension,172
N20000092,Ballyclare_B2,2,Household is deprived in 1 dimension,80
N20000092,Ballyclare_B2,3,Household is deprived in 2 dimensions,28
N20000092,Ballyclare_B2,4,Household is deprived in 3 dimensions,10
N20000092,Ballyclare_B2,5,Household is deprived in 4 dimensions,1
N20000093,Ballyclare_B3,1,Household is not deprived in any dimension,51
N20000093,Ballyclare_B3,2,Household is deprived in 1 dimension,63
N20000093,Ballyclare_B3,3,Household is deprived in 2 dimensions,62
N20000093,Ballyclare_B3,4,Household is deprived in 3 dimensions,26
N20000093,Ballyclare_B3,5,Household is deprived in 4 dimensions,1
N20000094,Ballyclare_B4,1,Household is not deprived in any dimension,108
N20000094,Ballyclare_B4,2,Household is deprived in 1 dimension,37
N20000094,Ballyclare_B4,3,Household is deprived in 2 dimensions,4
N20000094,Ballyclare_B4,4,Household is deprived in 3 dimensions,1
N20000094,Ballyclare_B4,5,Household is deprived in 4 dimensions,0
N20000095,Ballyclare_C1,1,Household is not deprived in any dimension,45
N20000095,Ballyclare_C1,2,Household is deprived in 1 dimension,65
N20000095,Ballyclare_C1,3,Household is deprived in 2 dimensions,50
N20000095,Ballyclare_C1,4,Household is deprived in 3 dimensions,20
N20000095,Ballyclare_C1,5,Household is deprived in 4 dimensions,0
N20000096,Ballyclare_A3,1,Household is not deprived in any dimension,95
N20000096,Ballyclare_A3,2,Household is deprived in 1 dimension,75
N20000096,Ballyclare_A3,3,Household is deprived in 2 dimensions,41
N20000096,Ballyclare_A3,4,Household is deprived in 3 dimensions,12
N20000096,Ballyclare_A3,5,Household is deprived in 4 dimensions,2
N20000097,Ballyclare_B5,1,Household is not deprived in any dimension,87
N20000097,Ballyclare_B5,2,Household is deprived in 1 dimension,103
N20000097,Ballyclare_B5,3,Household is deprived in 2 dimensions,49
N20000097,Ballyclare_B5,4,Household is deprived in 3 dimensions,9
N20000097,Ballyclare_B5,5,Household is deprived in 4 dimensions,0
